,CityState,Impressions,CPC,CTR,Cost
4727,"EDCOUCH, TX",0.62,3.63,0.075,0.16
4728,"HIGHLAND PARK, TX",0.62,11.48,0.032,0.22
4729,"GREATWOOD, TX",0.62,71.46,0.028,1.21
4730,"LEONARD, TX",0.62,15.95,0.033,0.31
4731,"LAKEWAY, TX",0.62,15.01,0.058,0.52
4732,"GODLEY, TX",0.62,8.76,0.076,0.4
4733,"JACKSONVILLE, TX",0.62,8.62,0.018,0.09
4734,"GILMER, TX",0.62,5.51,0.021,0.07
4735,"GRAHAM, TX",0.62,4.24,0.027,0.07
4736,"HOCKLEY, TX",0.62,12.28,0.014,0.11
4737,"HEBBRONVILLE, TX",0.62,8.44,0.016,0.08
4738,"HUTCHINS, TX",0.62,19.25,0.021,0.24
4739,"CADDO MILLS, TX",0.62,3.5,0.037,0.08
4740,"BIG SANDY, TX",0.62,1.66,0.071,0.07
4741,"BANDERA, TX",0.62,8.04,0.04,0.2
4742,"CROSBY, TX",0.62,7.21,0.037,0.16
4743,"CALIFORNIA, MD",0.62,9.1,0.015,0.08
4744,"ANTHONY, TX",0.62,2.95,0.047,0.08
4745,"CLOVERLY, MD",0.62,4.025,0.0245,0.06
4746,"CUERO, TX",0.62,1.45,0.049,0.04
4747,"COOPER, TX",0.62,3.19,0.016,0.03
4748,"BORGER, TX",0.62,4.36,0.037,0.1
4749,"BRENHAM, TX",0.62,4.32,0.03,0.08
4750,"BLANCO, TX",0.62,2.09,0.056,0.07
4751,"CROCKETT, TX",0.62,5.88,0.013,0.05
4752,"WILLIAMSPORT, MD",0.615,6.04,0.028999999999999998,0.105
4753,"TOWSON, MD",0.61,6.63,0.019,0.08
4754,"SAINT ALBANS CITY, VT",0.61,13.5,0.056,0.45
4755,"WESTMINSTER, VT",0.61,12.4,0.017,0.13
4756,"WINOOSKI, VT",0.61,21.56,0.014,0.18
4757,"SAINT MICHAELS, MD",0.61,5.55,0.015,0.05
4758,"TOWN OF ROCKINGHAM, VT",0.61,11.47,0.031,0.21
4759,"ROSEDALE, MD",0.61,2.69,0.028,0.04
4760,"SPARKS GLENCOE, MD",0.61,5.4,0.046,0.15
4761,"TOPSHAM, ME",0.61,18.08,0.015,0.16
4762,"PHOENIX, MD",0.61,3.78,0.014,0.03
4763,"MILFORD MILL, MD",0.61,9.72,0.011,0.07
4764,"PRESQUE ISLE, ME",0.61,0.74,0.072,0.03
4765,"PERRYVILLE, MD",0.61,25.41,0.008,0.12
4766,"NEWPORT, VT",0.61,9.78,0.052,0.3
4767,"NORTH YARMOUTH, ME",0.61,21.1,0.016,0.2
4768,"PRESTON, MD",0.61,4.19,0.04,0.1
4769,"KILLINGTON, VT",0.61,11.73,0.006,0.04
4770,"FOREST HILL, MD",0.61,21.17,0.016,0.21
4771,"FALLSTON, MD",0.61,2.56,0.025,0.04
4772,"HURLOCK, MD",0.61,0.54,0.05,0.02
4773,"FRYEBURG, ME",0.61,3.74,0.028,0.06
4774,"EDGEWATER, MD",0.61,20.03,0.027,0.32
4775,"EAST MACHIAS, ME",0.61,3.39,0.04,0.08
4776,"CARNEY, MD",0.61,14.84,0.017,0.15
4777,"BARRE, VT",0.61,27.52,0.021,0.35
4778,"CASTLETON, VT",0.61,7.07,0.019,0.08
4779,"DEXTER, ME",0.61,3.44,0.05,0.1
4780,"ANNAPOLIS JUNCTION, MD",0.61,7.29,0.014,0.06
4781,"CORINTH, ME",0.61,14.44,0.035,0.3
4782,"BOOTHBAY HARBOR, ME",0.61,41.62,0.016,0.39
4783,"BREMEN, ME",0.61,10.1,0.044,0.27
4784,"CHARLOTTE, VT",0.61,5.25,0.011,0.04
4785,"AUGUSTA, ME",0.61,9.14,0.025,0.14
4786,"SAN MANUEL, AZ",0.6,2.22,0.027,0.03
4787,"WICKENBURG, AZ",0.6,56.66,0.047,1.56
4788,"SAFFORD, AZ",0.6,16.67,0.036,0.35
4789,"CAMP VERDE, AZ",0.6,5.55,0.052,0.17
4790,"BENSON, AZ",0.6,19.8,0.016,0.19
4791,"COTTONWOOD, AZ",0.6,8.34,0.044,0.22
4792,"WHATELY, MA",0.59,9.24,0.018,0.09
4793,"WILBRAHAM, MA",0.59,19.14,0.028,0.3
4794,"RUTLAND, MA",0.59,1.77,0.034,0.03
4795,"SHERBORN, MA",0.59,3.92,0.048,0.11
4796,"WEST BOYLSTON, MA",0.59,3.29,0.037,0.07
4797,"WAYNE, NE",0.59,8.18,0.005,0.02
4798,"PRINCETON, MA",0.59,15.82,0.01,0.09
4799,"NORTH PLATTE, NE",0.59,22.2,0.058,0.74
4800,"RAYNHAM, MA",0.59,25.45,0.036,0.53
4801,"NAHANT, MA",0.59,33.6,0.016,0.31
4802,"OAK BLUFFS, MA",0.59,2.81,0.019,0.03
4803,"HOLBROOK, MA",0.59,17.55,0.013,0.13
4804,"LEE, MA",0.59,9.82,0.02,0.11
4805,"GREAT BARRINGTON, MA",0.59,5.57,0.024,0.08
4806,"HASTINGS, NE",0.59,1.93,0.056,0.06
4807,"GREENFIELD, MA",0.59,20.52,0.022,0.26
4808,"KIMBALL, NE",0.59,7.65,0.015,0.07
4809,"HAMILTON, MA",0.59,22.89,0.009,0.12
4810,"LAKEVILLE, MA",0.59,4.07,0.033,0.08
4811,"HULL, MA",0.59,16.81,0.043,0.42
4812,"GERING, NE",0.59,5.65,0.011,0.04
4813,"FREETOWN, MA",0.59,6.82,0.042,0.17
4814,"COHASSET, MA",0.59,9.48,0.006,0.03
4815,"CRETE, NE",0.59,11.84,0.057,0.39
4816,"BOXBOROUGH, MA",0.59,8.39,0.01,0.05
4817,"DALTON, MA",0.59,7.61,0.032,0.14
4818,"COLUMBUS, NE",0.59,8.45,0.038,0.19
4819,"DUXBURY, MA",0.59,6.35,0.018,0.07
4820,"BLACKSTONE, MA",0.59,27.67,0.041,0.64
4821,"BLAIR, NE",0.59,2.02,0.038,0.04
4822,"CHARLEMONT, MA",0.59,6.78,0.022,0.08
4823,"SUNLAND PARK, NM",0.58,2.54,0.034,0.05
4824,"SALEM, SD",0.58,4.75,0.042,0.11
4825,"TIJERAS, NM",0.58,10.1,0.075,0.43
4826,"WINNEMUCCA, NV",0.58,8.28,0.01,0.05
4827,"TYNDALL, SD",0.58,1.07,0.092,0.06
4828,"MINDEN, NV",0.58,9.06,0.012,0.06
4829,"LONG NECK, DE",0.58,1.18,0.075,0.05
4830,"NELLIS AIR FORCE BASE, NV",0.58,4.35,0.031,0.08
4831,"MAGNOLIA, DE",0.58,27.35,0.047,0.73
4832,"PLATTE, SD",0.58,8.93,0.053,0.27
4833,"GARDNERVILLE RANCHOS, NV",0.58,4.22,0.037,0.09
4834,"FELTON, DE",0.58,16.08,0.034,0.31
4835,"ELLSWORTH AIR FORCE BASE, SD",0.58,7.09,0.029,0.12
4836,"JEFFERSON, SD",0.58,2.75,0.031,0.05
4837,"FERNLEY, NV",0.58,6.58,0.033,0.12
4838,"LAKE PRESTON, SD",0.58,0.6,0.077,0.03
4839,"HOUSTON, DE",0.58,8.37,0.021,0.1
4840,"CAMDEN, DE",0.58,7.52,0.026,0.11
4841,"CLARK, SD",0.58,5.58,0.035,0.11
4842,"TYLERTOWN, MS",0.57,15.38,0.022,0.19
4843,"WINDOM, MN",0.57,11.55,0.05,0.32
4844,"WABASHA, MN",0.57,5.84,0.029,0.09
4845,"SCOOBA, MS",0.57,125.55,0.036,2.53
4846,"ZUMBROTA, MN",0.57,18.4,0.028,0.29
4847,"SAINT PETER, MN",0.57,38.56,0.062,1.31
4848,"WINTHROP, MN",0.57,2.06,0.047,0.05
4849,"SAINT JOSEPH, MN",0.57,5.12,0.047,0.13
4850,"WESSON, MS",0.57,8.67,0.017,0.08
4851,"SAINT PAUL PARK, MN",0.57,3.01,0.03,0.05
4852,"SAINT LOUIS PARK, MN",0.57,19.77,0.028,0.3
4853,"RUSH CITY, MN",0.57,2.88,0.021,0.03
4854,"SAINT JAMES, MN",0.57,6.53,0.027,0.1
4855,"STEWARTVILLE, MN",0.57,2.57,0.034,0.05
4856,"WOODBURY, MN",0.57,8.58,0.033,0.16
4857,"SAINT CHARLES, MN",0.57,10.73,0.017,0.1
4858,"VIRGINIA, MN",0.57,4.9,0.05,0.14
4859,"THIEF RIVER FALLS, MN",0.57,16.02,0.017,0.15
4860,"LOUISVILLE, MS",0.57,8.32,0.078,0.36
4861,"MENDENHALL, MS",0.57,6.28,0.032,0.11
4862,"MCCOMB, MS",0.57,3.76,0.022,0.05
4863,"NEW ULM, MN",0.57,21.89,0.013,0.16
4864,"OGILVIE, MN",0.57,22.96,0.011,0.13
4865,"PINE CITY, MN",0.57,35.85,0.013,0.26
4866,"PRINCETON, MN",0.57,8.02,0.05,0.22
4867,"LONG PRAIRIE, MN",0.57,7.29,0.033,0.13
4868,"RAYMOND, MS",0.57,6.05,0.023,0.08
4869,"MOSS POINT, MS",0.57,12.46,0.021,0.15
4870,"MAHTOMEDI, MN",0.57,25.19,0.017,0.24
4871,"PLYMOUTH, MN",0.57,37.42,0.028,0.57
4872,"PETAL, MS",0.57,5.43,0.024,0.07
4873,"GOLDEN VALLEY, MN",0.57,73.47,0.024,0.96
4874,"HAZLEHURST, MS",0.57,1.01,0.084,0.05
4875,"LAKE, MS",0.57,4.07,0.032,0.07
4876,"FLOWOOD, MS",0.57,54.51,0.062,1.87
4877,"INTERNATIONAL FALLS, MN",0.57,0.33,0.112,0.02
4878,"IUKA, MS",0.57,10.2,0.027,0.15
4879,"ITTA BENA, MS",0.57,9.24,0.048,0.24
4880,"LAKE ELMO, MN",0.57,8.26,0.019,0.09
4881,"FULTON, MS",0.57,4.17,0.024,0.05
4882,"HOUSTON, MS",0.57,1.58,0.033,0.03
4883,"ELLISVILLE, MS",0.57,5.33,0.035,0.1
4884,"FERGUS FALLS, MN",0.57,4.69,0.039,0.1
4885,"KILN, MS",0.57,1.84,0.039,0.04
4886,"HENDERSON, MN",0.57,15.94,0.011,0.1
4887,"GAUTIER, MS",0.57,25.66,0.024,0.33
4888,"ISANTI, MN",0.57,28.65,0.01,0.16
4889,"BROOKLYN PARK, MN",0.57,5.26,0.047,0.14
4890,"BECKER, MN",0.57,4.8,0.044,0.12
4891,"BAYPORT, MN",0.57,18.85,0.02,0.2
4892,"COLUMBIA HEIGHTS, MN",0.57,11.81,0.017,0.11
4893,"CALEDONIA, MS",0.57,17.95,0.055,0.55
4894,"AITKIN, MN",0.57,7.22,0.063,0.25
4895,"BREEZY POINT, MN",0.57,10.47,0.045,0.26
4896,"ACKERMAN, MS",0.57,1.86,0.046,0.05
4897,"ABERDEEN, MS",0.57,4.65,0.036,0.09
4898,"AMORY, MS",0.57,2.68,0.066,0.1
4899,"CHARLESTON, MS",0.57,13.97,0.042,0.33
4900,"WRIGHTWOOD, CA",0.55,0.77,0.017,0.01
4901,"WEST HOLLYWOOD, CA",0.55,6.55,0.027,0.09
4902,"WILTON, CA",0.55,12.77,0.019,0.13
4903,"SAN MARTIN, CA",0.55,31.84,0.039,0.66
4904,"WALNUT, CA",0.55,10.59,0.031,0.17
4905,"TAHOE VISTA, CA",0.55,3.02,0.027,0.04
4906,"STEVINSON, CA",0.55,13.21,0.032,0.23
4907,"SOLEDAD, CA",0.55,10.14,0.034,0.18
4908,"SUSANVILLE, CA",0.55,9.95,0.063,0.33
4909,"SAN ANDREAS, CA",0.55,2.96,0.028,0.04
4910,"ROSAMOND, CA",0.55,9.12,0.012,0.06
4911,"WATERFORD, CA",0.55,27.25,0.022,0.32
4912,"TOPANGA, CA",0.55,3.04,0.03,0.05
4913,"TWENTYNINE PALMS, CA",0.55,12.96,0.032,0.22
4914,"SQUAW VALLEY, CA",0.55,26.03,0.017,0.23
4915,"LOS ALTOS, CA",0.55,9.83,0.024,0.13
4916,"MCFARLAND, CA",0.55,9.63,0.009,0.04
4917,"NIKISKI, AK",0.55,2.19,0.031,0.04
4918,"LITTLEROCK, CA",0.55,9.3,0.084,0.42
4919,"MONTECITO, CA",0.55,12.05,0.059,0.38
4920,"PLEASANT HILL, CA",0.55,8.12,0.013,0.06
4921,"ORLAND, CA",0.55,5.84,0.055,0.17
4922,"ORO GRANDE, CA",0.55,6.58,0.018,0.06
4923,"LOOMIS, CA",0.55,6.58,0.029,0.1
4924,"NEWCASTLE, CA",0.55,14.4,0.017,0.13
4925,"LIVINGSTON, CA",0.55,2.15,0.042,0.05
4926,"MENTONE, CA",0.55,10.26,0.029,0.16
4927,"PALA, CA",0.55,32.22,0.064,1.1
4928,"LOS ALAMITOS, CA",0.55,5.4,0.022,0.06
4929,"LAKE ISABELLA, CA",0.55,30.22,0.025,0.4
4930,"HERLONG, CA",0.55,3.43,0.097,0.18
4931,"ESCALON, CA",0.55,8.79,0.046,0.22
4932,"FORESTHILL, CA",0.55,25.59,0.037,0.51
4933,"HILMAR, CA",0.55,8.1,0.016,0.07
4934,"FAIRFAX, CA",0.55,23.9,0.034,0.43
4935,"GONZALES, CA",0.55,16.85,0.044,0.39
4936,"JOSHUA TREE, CA",0.55,12.64,0.019,0.13
4937,"JUNE LAKE, CA",0.55,39.58,0.022,0.46
4938,"KINGS BEACH, CA",0.55,10.9,0.024,0.14
4939,"CARMEL VALLEY, CA",0.55,4.82,0.022,0.06
4940,"BOULDER CREEK, CA",0.55,6.27,0.024,0.08
4941,"CABAZON, CA",0.55,12.21,0.04,0.26
4942,"CLEARLAKE, CA",0.55,19.1,0.014,0.14
4943,"CORDOVA, AK",0.55,13.57,0.019,0.14
4944,"AVOCADO HEIGHTS, CA",0.55,14.37,0.027,0.2
4945,"DISCOVERY BAY, CA",0.55,5.17,0.03,0.08
4946,"BORON, CA",0.55,4.31,0.04,0.09
4947,"CHESTER, CA",0.55,3.06,0.058,0.1
4948,"COTATI, CA",0.55,3.98,0.044,0.09
4949,"BARROW, AK",0.55,6.71,0.032,0.12
4950,"CLOVERDALE, CA",0.55,13.12,0.051,0.35
4951,"STANLEY, VA",0.545,2.45,0.059500000000000004,0.07500000000000001
4952,"STEPHENS CITY, VA",0.545,2.725,0.060000000000000005,0.08499999999999999
4953,"BULL RUN, VA",0.545,4.395,0.0275,0.06
4954,"WEST FORK, AR",0.53,17.56,0.026,0.24
4955,"RISON, AR",0.53,5.92,0.015,0.05
4956,"MENA, AR",0.53,7.47,0.018,0.07
4957,"OZARK, AR",0.53,1.44,0.063,0.05
4958,"PARIS, AR",0.53,2.25,0.068,0.08
4959,"LEAD HILL, AR",0.53,12.01,0.049,0.31
4960,"HELENA-WEST HELENA, AR",0.53,5.4,0.044,0.12
4961,"FORREST CITY, AR",0.53,14.19,0.011,0.08
4962,"HOPE, AR",0.53,8.43,0.049,0.22
4963,"DECATUR, AR",0.53,2.18,0.037,0.04
4964,"BATESVILLE, AR",0.53,3.77,0.028,0.06
4965,"BERRYVILLE, AR",0.53,2.86,0.067,0.1
4966,"BEEBE, AR",0.53,10.08,0.02,0.11
4967,"ALMA, AR",0.53,16.24,0.026,0.22
4968,"CLINTON, AR",0.53,4.0,0.026,0.05
4969,"TILLAMOOK, OR",0.515,3.86,0.012,0.02
4970,"SEASIDE, OR",0.515,1.73,0.044,0.04
4971,"VENETA, OR",0.515,2.35,0.0345,0.04
4972,"WALDPORT, OR",0.515,17.36,0.012,0.1
4973,"STAYTON, OR",0.515,13.51,0.055,0.375
4974,"NORTH POWDER, OR",0.515,3.1,0.054,0.08
4975,"MONMOUTH, OR",0.515,2.0,0.0435,0.04
4976,"PHILOMATH, OR",0.515,8.21,0.0215,0.09
4977,"FAIRVIEW, OR",0.515,50.93,0.101,2.545
4978,"JOSEPH, OR",0.515,9.82,0.09,0.445
4979,"LA PINE, OR",0.515,7.75,0.053,0.20500000000000002
4980,"JOHN DAY, OR",0.515,22.54,0.025,0.28
4981,"HUBBARD, OR",0.515,17.06,0.0315,0.265
4982,"BEAVERCREEK, OR",0.515,20.39,0.0335,0.335
4983,"CRESWELL, OR",0.515,22.615000000000002,0.037000000000000005,0.415
4984,"CORNELIUS, OR",0.515,41.99,0.058499999999999996,1.22
4985,"EAGLE POINT, OR",0.515,1.9,0.07949999999999999,0.07500000000000001
4986,"EAGLE CREEK, OR",0.515,4.09,0.027,0.055
4987,"BERRYVILLE, VA",0.5,2.9,0.046,0.07
4988,"HUNTINGTOWN, MD",0.47,6.069999999999999,0.0245,0.07
4989,"SOUTH POINT, OH",0.46,6.48,0.022,0.06
4990,"SHADYSIDE, OH",0.46,21.5,0.026,0.25
4991,"SULPHUR, OK",0.46,6.69,0.062,0.19
4992,"WEBBERVILLE, MI",0.46,4.7,0.082,0.17
4993,"SULLIVAN, IN",0.46,2.89,0.037,0.05
4994,"WEBER CITY, VA",0.46,14.18,0.026,0.17
4995,"SAINT CLAIRSVILLE, OH",0.46,3.57,0.051,0.08
4996,"SHERWOOD, OH",0.46,2.81,0.054,0.07
4997,"ROCKVALE, TN",0.46,10.95,0.054,0.27
4998,"WHITE HOUSE, TN",0.46,11.76,0.034,0.18
4999,"SARANAC, MI",0.46,23.98,0.028,0.3
5000,"SYLACAUGA, AL",0.46,36.55,0.057,0.95
5001,"REYNOLDSBURG, OH",0.46,4.1,0.05,0.09
5002,"SUMMIT HILL, PA",0.46,7.63,0.045,0.16
5003,"TONGANOXIE, KS",0.46,0.75,0.115,0.04
5004,"WHITE PIGEON, MI",0.46,10.32,0.063,0.29
5005,"WEST NORRITON, PA",0.46,6.88,0.027,0.08
5006,"VANDERGRIFT, PA",0.46,7.21,0.014,0.05
5007,"U.S. AIR FORCE ACADEMY, CO",0.46,16.69,0.008,0.06
5008,"WHITE, NJ",0.46,8.41,0.054,0.21
5009,"YPSILANTI CHARTER TOWNSHIP, MI",0.46,4.24,0.054,0.1
5010,"WHITEMAN AIR FORCE BASE, MO",0.46,21.96,0.009,0.09
5011,"SUMMERSVILLE, WV",0.46,2.86,0.042,0.05
5012,"WHITESBORO, NY",0.46,10.48,0.014,0.07
5013,"SAINT CLAIR, MI",0.46,1.37,0.068,0.04
5014,"SOUTH AMBOY, NJ",0.46,9.6,0.027,0.12
5015,"SUNBURY, PA",0.46,5.18,0.025,0.06
5016,"THORNVILLE, OH",0.46,6.34,0.028,0.08
5017,"SENATH, MO",0.46,1.11,0.049,0.02
5018,"WEBSTER, WI",0.46,8.84,0.014,0.06
5019,"TONASKET, WA",0.46,4.51,0.08,0.16
5020,"SHEPHERD, MI",0.46,16.88,0.03,0.23
5021,"WOODSFIELD, OH",0.46,6.14,0.036,0.1
5022,"TAWAS CITY, MI",0.46,2.05,0.065,0.06
5023,"SMITHTON, IL",0.46,14.96,0.027,0.18
5024,"SALUDA, VA",0.46,6.92,0.031,0.1
5025,"SHAW AIR FORCE BASE, SC",0.46,56.78,0.036,0.94
5026,"WHITMORE LAKE, MI",0.46,34.38,0.022,0.34
5027,"ROLAND, OK",0.46,3.59,0.052,0.08
5028,"WEEDSPORT, NY",0.46,4.13,0.052,0.1
5029,"WHEATLAND, WY",0.46,10.04,0.035,0.16
5030,"WHITSETT, NC",0.46,12.99,0.05,0.3
5031,"WESTERN SPRINGS, IL",0.46,4.84,0.058,0.13
5032,"SHENANDOAH, LA",0.46,5.43,0.044,0.11
5033,"WESTFIELD, NY",0.46,3.54,0.046,0.07
5034,"WHITTIER, NC",0.46,1.16,0.066,0.04
5035,"VICKSBURG, MI",0.46,5.62,0.046,0.12
5036,"SHILOH, IL",0.46,13.23,0.05,0.3
5037,"ROXBOROUGH PARK, CO",0.46,38.35,0.02,0.34
5038,"SHINNSTON, WV",0.46,4.11,0.073,0.14
5039,"SINSINAWA, WI",0.46,1.92,0.035,0.03
5040,"SELAH, WA",0.46,12.11,0.037,0.21
5041,"VIDALIA, LA",0.46,10.14,0.051,0.23
5042,"SEVEN HILLS, OH",0.46,25.07,0.041,0.47
5043,"WINTHROP, WA",0.46,19.13,0.034,0.29
5044,"WILBERFORCE, OH",0.46,9.21,0.015,0.06
5045,"TYRONE, PA",0.46,16.09,0.036,0.26
5046,"TROY, TN",0.46,3.81,0.059,0.1
5047,"WOLFEBORO, NH",0.46,1.82,0.053,0.04
5048,"SALLISAW, OK",0.46,3.6,0.067,0.11
5049,"SHALIMAR, FL",0.46,2.22,0.046,0.05
5050,"SEVEN LAKES, NC",0.46,7.24,0.015,0.05
5051,"WEST LITTLE RIVER, FL",0.46,13.92,0.042,0.27
5052,"WELLINGTON, CO",0.46,8.24,0.035,0.13
5053,"STAATSBURG, NY",0.46,1.79,0.128,0.1
5054,"TUTTLE, OK",0.46,9.43,0.037,0.16
5055,"WEST MILFORD, NJ",0.46,18.22,0.038,0.32
5056,"WILDWOOD, NJ",0.46,13.28,0.036,0.21
5057,"RISING SUN, IN",0.46,15.36,0.033,0.23
5058,"STUARTS DRAFT, VA",0.46,11.94,0.035,0.19
5059,"SMITHFIELD, VA",0.46,15.14,0.016,0.11
5060,"WELLINGTON, KS",0.46,6.31,0.026,0.07
5061,"RICHLAND, MO",0.46,38.77,0.077,1.36
5062,"THEODORE, AL",0.46,0.46,0.09,0.02
5063,"TUPPER LAKE, NY",0.46,19.48,0.035,0.31
5064,"WILLIAMSON, NY",0.46,2.87,0.04,0.05
5065,"RUSSELL, KS",0.46,7.76,0.043,0.15
5066,"SUPERIOR, WI",0.46,11.07,0.029,0.15
5067,"SOUTH HAVEN, MI",0.46,0.97,0.11,0.05
5068,"ROSE HILL, KS",0.46,21.18,0.034,0.33
5069,"ROOSEVELT, UT",0.46,2.29,0.087,0.09
5070,"SPERRY, OK",0.46,18.21,0.052,0.43
5071,"YELLOW SPRINGS, OH",0.46,9.92,0.03,0.14
5072,"WILLIAMSTON, NC",0.46,8.82,0.04,0.16
5073,"SACRAMENTO, PA",0.46,37.74,0.077,1.32
5074,"WATERFORD, PA",0.46,3.44,0.062,0.1
5075,"SELMER, TN",0.46,23.15,0.046,0.49
5076,"SOUTH PARK TOWNSHIP, PA",0.46,18.16,0.037,0.3
5077,"WESTFIELD, IN",0.46,4.85,0.04,0.09
5078,"WAYNESVILLE, MO",0.46,3.78,0.054,0.09
5079,"TREVOR, WI",0.46,23.18,0.056,0.58
5080,"TAYLORVILLE, IL",0.46,3.36,0.023,0.04
5081,"SALEM, SC",0.46,20.66,0.015,0.14
5082,"TAZEWELL, VA",0.46,27.45,0.073,0.91
5083,"WINONA LAKE, IN",0.46,9.17,0.028,0.12
5084,"WESLEY CHAPEL SOUTH, FL",0.46,60.52,0.062,1.7
5085,"SUNBRIGHT, TN",0.46,1.29,0.026,0.02
5086,"RICHMOND, IL",0.46,6.17,0.018,0.05
5087,"WEST GREENWICH, RI",0.46,2.03,0.061,0.06
5088,"SALAMANCA, NY",0.46,5.39,0.029,0.07
5089,"STE. GENEVIEVE, MO",0.46,7.18,0.032,0.1
5090,"SALEM, IL",0.46,6.56,0.022,0.07
5091,"WEST GROVE, PA",0.46,6.42,0.024,0.07
5092,"SCOTRUN, PA",0.46,7.64,0.014,0.05
5093,"WAYNESBURG, PA",0.46,9.25,0.036,0.15
5094,"VALPARAISO, FL",0.46,40.19,0.022,0.41
5095,"WEST HARRISON, IN",0.46,15.24,0.019,0.13
5096,"TALLMADGE, OH",0.46,5.41,0.039,0.1
5097,"SULLIGENT, AL",0.46,17.95,0.069,0.56
5098,"WILLOW STREET, PA",0.46,7.26,0.011,0.04
5099,"WAKEFIELD, NH",0.46,6.65,0.058,0.18
5100,"SAINT MARIES, ID",0.46,3.17,0.033,0.05
5101,"WIRTZ, VA",0.46,14.71,0.06,0.4
5102,"WILLSBORO, NY",0.46,8.82,0.04,0.16
5103,"VILLA HILLS, KY",0.46,3.86,0.025,0.04
5104,"SOUTH BOSTON, VA",0.46,1.57,0.072,0.05
5105,"SCOTTSBURG, IN",0.46,12.93,0.024,0.14
5106,"RICHWOOD, WV",0.46,6.54,0.021,0.06
5107,"ROSENDALE, NY",0.46,63.02,0.064,1.84
5108,"ROSS TOWNSHIP, PA",0.46,6.06,0.017,0.05
5109,"SOMERSET, WI",0.46,5.58,0.022,0.06
5110,"SOMERDALE, NJ",0.46,16.51,0.014,0.1
5111,"SOUTH RUSSELL, OH",0.46,5.22,0.032,0.08
5112,"TIMBERLAKE, NC",0.46,13.17,0.044,0.26
5113,"SOUTHCHASE, FL",0.46,13.47,0.016,0.1
5114,"WATERLOO, NY",0.46,13.86,0.089,0.56
5115,"WOODBURY, CT",0.46,4.68,0.026,0.06
5116,"WILMINGTON, OH",0.46,16.43,0.032,0.24
5117,"ROCK FALLS, IL",0.46,9.27,0.021,0.09
5118,"STOCKTON, NJ",0.46,60.75,0.037,1.01
5119,"SPARKILL, NY",0.46,7.72,0.044,0.16
5120,"SIBLEY, IA",0.46,2.88,0.11,0.14
5121,"WEST MIDDLESEX, PA",0.46,11.78,0.038,0.21
5122,"WESTMINSTER, SC",0.46,4.0,0.028,0.05
5123,"TONKAWA, OK",0.46,0.69,0.149,0.05
5124,"RICHFIELD, UT",0.46,4.09,0.092,0.17
5125,"WEST MONROE, LA",0.46,3.93,0.062,0.11
5126,"WIMAUMA, FL",0.46,31.41,0.013,0.19
5127,"WHEAT RIDGE, CO",0.46,0.66,0.033,0.01
5128,"SCOTT, LA",0.46,175.97,0.038,3.03
5129,"SALT POINT, NY",0.46,58.89,0.047,1.25
5130,"WINCHESTER, CT",0.46,7.39,0.055,0.19
5131,"WASHINGTON COURT HOUSE, OH",0.46,28.2,0.044,0.56
5132,"TIMMONSVILLE, SC",0.46,4.94,0.084,0.19
5133,"SMITHS STATION, AL",0.46,2.26,0.064,0.07
5134,"VERONA, MO",0.46,0.76,0.09,0.03
5135,"TORONTO, OH",0.46,19.78,0.029,0.26
5136,"WINCHESTER, TN",0.46,4.78,0.032,0.07
5137,"WRIGHT CITY, OK",0.46,11.92,0.007,0.04
5138,"RICHLAND, PA",0.46,6.27,0.02,0.06
5139,"WHEATFIELD, IN",0.46,22.89,0.02,0.21
5140,"SALUDA, SC",0.46,9.73,0.032,0.14
5141,"SAINT JOHN, MO",0.46,21.39,0.021,0.2
5142,"SILER CITY, NC",0.46,22.84,0.04,0.42
5143,"SEA ISLE CITY, NJ",0.46,9.91,0.051,0.23
5144,"ROANOKE, AL",0.46,37.38,0.028,0.47
5145,"RICE LAKE, WI",0.46,1.61,0.065,0.05
5146,"ROCKWOOD, TN",0.46,1.19,0.048,0.03
5147,"RIDGEVILLE, SC",0.46,4.54,0.051,0.1
5148,"REIDSVILLE, NC",0.46,13.42,0.031,0.19
5149,"RUTHERFORDTON, NC",0.46,10.02,0.042,0.19
5150,"SUGARCREEK, OH",0.46,6.88,0.036,0.11
5151,"WAUWATOSA, WI",0.46,3.18,0.047,0.07
5152,"VERONA, WI",0.46,1.58,0.04,0.03
5153,"ROCK HILL, NY",0.46,4.39,0.054,0.11
5154,"REESE, MI",0.46,4.75,0.032,0.07
5155,"RUMSON, NJ",0.46,20.08,0.047,0.43
5156,"RIVER GROVE, IL",0.46,5.55,0.025,0.06
5157,"SHELBYVILLE, IN",0.46,4.1,0.046,0.09
5158,"STOCKTON, MO",0.46,1.91,0.038,0.03
5159,"WASHINGTON, MI",0.46,4.09,0.024,0.04
5160,"SPRING ARBOR TOWNSHIP, MI",0.46,11.85,0.022,0.12
5161,"STEWARTSTOWN, PA",0.46,8.6,0.054,0.21
5162,"WINFIELD, IL",0.46,5.71,0.034,0.09
5163,"TREMONTON, UT",0.46,14.06,0.031,0.2
5164,"WINGATE, NC",0.46,2.35,0.055,0.06
5165,"TAPPAN, NY",0.46,3.23,0.026,0.04
5166,"SAND SPRINGS, OK",0.46,13.94,0.029,0.18
5167,"TEXAS CHARTER TOWNSHIP, MI",0.46,11.41,0.033,0.17
5168,"WINNECONNE, WI",0.46,9.98,0.012,0.05
5169,"WADESBORO, NC",0.46,3.37,0.056,0.09
